Facility ID,Score,Footnote,hosp_name,state,zipcode,hosp_type,hosp_ownership,hosp_emergency_services,hosp_rating,hosp_rating_fn
050039,0.96,,ENLOE MEDICAL CENTER,CA,95926,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050040,0.85,,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,CA,91342,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050042,0.92,,ST ELIZABETH COMMUNITY HOSPITAL,CA,96080,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
050043,1.00,,ALTA BATES SUMMIT MEDICAL CENTER,CA,94609,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050045,0.94,,EL CENTRO REGIONAL MEDICAL CENTER,CA,92243,Acute Care Hospitals,Government - Local,Yes,2,
050047,0.95,,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,CA,94109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050054,1.03,,SAN GORGONIO MEMORIAL HOSPITAL,CA,92220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
050055,0.91,,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,CA,94110,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050056,1.02,,ANTELOPE VALLEY HOSPITAL,CA,93534,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
050057,0.96,,KAWEAH DELTA MEDICAL CENTER,CA,93291,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
050058,1.09,,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,91204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050060,0.99,,COMMUNITY REGIONAL MEDICAL CENTER,CA,93721,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050063,1.13,,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,CA,90027,Acute Care Hospitals,Proprietary,Yes,1,
050067,0.85,,OAK VALLEY HOSPITAL DISTRICT,CA,95361,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050069,1.00,,ST JOSEPH HOSPITAL,CA,92868,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050070,0.78,,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,CA,94080,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
050071,0.88,,KAISER FOUNDATION HOSPITAL-SANTA CLARA,CA,95051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
050072,0.69,,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CA,94596,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050073,0.89,,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,CA,94589,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,17.0
050075,0.98,,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,CA,94611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050076,0.93,,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,CA,94115,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050077,1.04,,SCRIPPS MERCY HOSPITAL,CA,92103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050078,0.98,,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,90732,Acute Care Hospitals,Voluntary non-profit - Private,No,3,
050082,0.96,,ST JOHNS REGIONAL MEDICAL CENTER,CA,93030,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050084,0.98,,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,CA,95204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050089,1.17,,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,92411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050090,0.90,,SONOMA VALLEY HOSPITAL,CA,95476,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
050091,1.03,,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,90255,Acute Care Hospitals,Proprietary,Yes,2,
050093,0.98,,SAINT AGNES MEDICAL CENTER,CA,93710,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
050096,1.53,,"WEST COVINA MEDICAL CENTER, INC",CA,91790,Acute Care Hospitals,Proprietary,No,Not Available,16.0
050099,1.02,,SAN ANTONIO REGIONAL HOSPITAL,CA,91786,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050100,0.97,,SHARP MEMORIAL HOSPITAL,CA,92123,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050101,1.01,,SUTTER SOLANO MEDICAL CENTER,CA,94589,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050102,1.22,,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",CA,92503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050103,1.02,,WHITE MEMORIAL MEDICAL CENTER,CA,90033,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
050104,1.06,,SAINT FRANCIS MEDICAL CENTER,CA,90262,Acute Care Hospitals,Voluntary non-profit - Church,No,2,
050107,0.92,,MARIAN REGIONAL MEDICAL CENTER,CA,93454,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
050108,0.98,,"SUTTER MEDICAL CENTER, SACRAMENTO",CA,95816,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050110,0.99,,LOMPOC VALLEY MEDICAL CENTER,CA,93436,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
050112,1.02,,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,90404,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050113,0.96,,SAN MATEO MEDICAL CENTER,CA,94403,Acute Care Hospitals,Government - Local,Yes,2,
050115,1.03,,PALOMAR HEALTH DOWNTOWN CAMPUS,CA,92025,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
050116,1.05,,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,91325,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050118,0.95,,DOCTORS HOSPITAL OF MANTECA,CA,95336,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050121,0.94,,ADVENTIST HEALTH HANFORD,CA,93230,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050122,1.01,,DAMERON HOSPITAL,CA,95203,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050124,1.04,,USC VERDUGO HILLS HOSPITAL,CA,91209,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050125,0.97,,REGIONAL MEDICAL CENTER OF SAN JOSE,CA,95116,Acute Care Hospitals,Government - Federal,Yes,2,
050126,1.10,,VALLEY PRESBYTERIAN HOSPITAL,CA,91406,Acute Care Hospitals,Voluntary non-profit - Other,No,2,
050127,0.88,,WOODLAND MEMORIAL HOSPITAL,CA,95695,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050128,1.01,,TRI-CITY MEDICAL CENTER,CA,92056,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050129,1.03,,ST BERNARDINE MEDICAL CENTER,CA,92404,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050131,0.96,,NOVATO COMMUNITY HOSPITAL,CA,94945,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
050132,1.24,,SAN GABRIEL VALLEY MEDICAL CENTER,CA,91776,Acute Care Hospitals,Proprietary,Yes,4,
050133,0.95,,ADVENTIST HEALTH AND RIDEOUT,CA,95901,Acute Care Hospitals,Government - Federal,Yes,1,
050135,1.28,,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,CA,90028,Acute Care Hospitals,Proprietary,Yes,2,
050136,0.94,,PETALUMA VALLEY HOSPITAL,CA,94954,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050137,0.91,,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,CA,91402,Acute Care Hospitals,Voluntary non-profit - Private,No,2,17.0
050138,0.93,,KAISER FOUNDATION HOSPITAL - LOS ANGELES,CA,90027,Acute Care Hospitals,Voluntary non-profit - Other,No,3,17.0
050139,0.83,,KAISER FOUNDATION HOSPITAL - DOWNEY,CA,90242,Acute Care Hospitals,Voluntary non-profit - Other,No,3,17.0
050140,0.94,,KAISER FOUNDATION HOSPITAL FONTANA,CA,92335,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,17.0
050145,0.94,,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,CA,93940,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050149,0.96,,CALIFORNIA HOSPITAL MEDICAL CENTER LA,CA,90015,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050150,0.90,,SIERRA NEVADA MEMORIAL HOSPITAL,CA,95945,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050152,1.00,,SAINT FRANCIS MEMORIAL HOSPITAL,CA,94109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050158,1.11,,ENCINO HOSPITAL MEDICAL CENTER,CA,91436,Acute Care Hospitals,Proprietary,No,3,
050159,0.95,,VENTURA COUNTY MEDICAL CENTER,CA,93003,Acute Care Hospitals,Government - Local,Yes,2,
050167,0.99,,SAN JOAQUIN GENERAL HOSPITAL,CA,95231,Acute Care Hospitals,Government - Local,Yes,1,
050168,1.03,,ST JUDE MEDICAL CENTER,CA,92835,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,
050169,0.96,,PIH HEALTH HOSPITAL-WHITTIER,CA,90602,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050174,0.99,,SANTA ROSA MEMORIAL HOSPITAL,CA,95405,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050179,1.00,,EMANUEL MEDICAL CENTER,CA,95382,Acute Care Hospitals,Proprietary,Yes,1,
050180,0.96,,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,94598,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
050189,0.83,,GEORGE L MEE MEMORIAL HOSPITAL,CA,93930,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050191,1.06,,ST MARY MEDICAL CENTER,CA,90813,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
050192,0.92,,ADVENTIST HEALTH REEDLEY,CA,93654,Acute Care Hospitals,Voluntary non-profit - Private,No,3,
050194,0.95,,WATSONVILLE COMMUNITY HOSPITAL,CA,95076,Acute Care Hospitals,Proprietary,Yes,2,
050195,0.97,,WASHINGTON HOSPITAL,CA,94538,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050197,0.96,,SEQUOIA HOSPITAL,CA,94062,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050204,1.01,,PALMDALE REGIONAL MEDICAL CENTER,CA,93552,Acute Care Hospitals,Proprietary,Yes,2,
050205,1.40,,GLENDORA COMMUNITY HOSPITAL,CA,91740,Acute Care Hospitals,Proprietary,Yes,4,
050211,1.06,,ALAMEDA HOSPITAL,CA,94501,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
050222,0.96,,SHARP CHULA VISTA MEDICAL CENTER,CA,91911,Acute Care Hospitals,Proprietary,Yes,5,
050224,1.00,,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,92663,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050225,0.93,,ADVENTIST HEALTH FEATHER RIVER,CA,95969,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050226,1.16,,AHMC ANAHEIM REGIONAL MEDICAL CENTER,CA,92801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050228,0.96,,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,CA,94110,Acute Care Hospitals,Government - Local,Yes,1,
050230,1.06,,GARDEN GROVE HOSPITAL & MEDICAL CENTER,CA,92843,Acute Care Hospitals,Proprietary,Yes,3,
050231,1.00,,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,91767,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050232,0.97,,FRENCH HOSPITAL MEDICAL CENTER,CA,93401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050234,0.87,,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CA,92118,Acute Care Hospitals,Proprietary,Yes,5,
050235,1.04,,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CA,91505,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050236,1.00,,ADVENTIST HEALTH SIMI VALLEY,CA,93065,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
050238,1.09,,METHODIST HOSPITAL OF SOUTHERN CA,CA,91006,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050239,1.03,,GLENDALE ADVENTIST MEDICAL CENTER,CA,91206,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050242,0.97,,DOMINICAN HOSPITAL,CA,95065,Acute Care Hospitals,Proprietary,Yes,4,
050243,0.99,,DESERT REGIONAL MEDICAL CENTER,CA,92262,Acute Care Hospitals,Proprietary,Yes,2,
050245,1.09,,ARROWHEAD REGIONAL MEDICAL CENTER,CA,92324,Acute Care Hospitals,Government - Local,Yes,2,
050248,1.01,,NATIVIDAD MEDICAL CENTER,CA,93906,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050254,0.91,,MARSHALL MEDICAL CENTER,CA,95667,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050257,1.07,,GOOD SAMARITAN HOSPITAL,CA,93308,Acute Care Hospitals,Proprietary,No,3,
050261,0.96,,SIERRA VIEW MEDICAL CENTER,CA,93257,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050262,1.02,,RONALD REAGAN UCLA MEDICAL CENTER,CA,90095,Acute Care Hospitals,Government - State,Yes,4,
050272,0.96,,REDLANDS COMMUNITY HOSPITAL,CA,92373,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050276,0.89,,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,94553,Acute Care Hospitals,Government - Local,Yes,3,
050278,1.00,,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,91346,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
050279,0.93,,HI-DESERT MEDICAL CENTER,CA,92252,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050280,0.97,,MERCY MEDICAL CENTER REDDING,CA,96001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050281,1.18,,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,91801,Acute Care Hospitals,Proprietary,No,4,
050283,0.97,,STANFORD HEALTH CARE - VALLEYCARE,CA,94588,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050289,0.95,,SETON MEDICAL CENTER,CA,94015,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050290,0.98,,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,90404,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050291,0.94,,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,95403,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
050292,0.99,,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,92555,Acute Care Hospitals,Government - Local,Yes,1,
050295,0.98,,MERCY HOSPITAL,CA,93301,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
050296,0.90,,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,95023,Acute Care Hospitals,Government - Hospital District or Authority,No,2,
050298,0.99,,BARSTOW COMMUNITY HOSPITAL,CA,92311,Acute Care Hospitals,Proprietary,Yes,2,
050300,1.02,,ST MARY MEDICAL CENTER,CA,92307,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050301,0.88,,ADVENTIST HEALTH UKIAH VALLEY,CA,95482,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
050305,1.01,,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,94705,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050308,0.99,,EL CAMINO HOSPITAL,CA,94040,Acute Care Hospitals,Government - Hospital District or Authority,Yes,5,
050309,0.94,,SUTTER ROSEVILLE MEDICAL CENTER,CA,95661,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050313,1.00,,SUTTER TRACY COMMUNITY HOSPITAL,CA,95376,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050315,1.06,,KERN MEDICAL CENTER,CA,93306,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
050320,1.07,,HIGHLAND HOSPITAL,CA,94602,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
050324,1.00,,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,92037,Acute Care Hospitals,Physician,Yes,5,
050327,1.00,,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,92354,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050329,1.03,,CORONA REGIONAL MEDICAL CENTER,CA,92882,Acute Care Hospitals,Proprietary,Yes,3,
050334,1.00,,SALINAS VALLEY MEMORIAL HOSPITAL,CA,93901,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
050335,0.86,,ADVENTIST HEALTH SONORA,CA,95370,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
050336,0.94,,ADVENTIST HEALTH LODI MEMORIAL,CA,95240,Acute Care Hospitals,Voluntary non-profit - Other,No,3,
050342,0.94,,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,92227,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
050348,1.01,,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,92868,Acute Care Hospitals,Government - Local,Yes,3,
050350,1.03,,BEVERLY HOSPITAL,CA,90640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050351,0.93,,TORRANCE MEMORIAL MEDICAL CENTER,CA,90509,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
050352,0.88,,BARTON MEMORIAL HOSPITAL,CA,96150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050353,0.96,,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,90503,Acute Care Hospitals,Voluntary non-profit - Church,No,4,
050357,0.95,,GOLETA VALLEY COTTAGE HOSPITAL,CA,93111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
050360,0.97,,MARINHEALTH MEDICAL CENTER,CA,94904,Acute Care Hospitals,Government - Local,Yes,4,
050367,0.98,,NORTHBAY MEDICAL CENTER,CA,94533,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050373,0.96,,LAC+USC MEDICAL CENTER,CA,90033,Acute Care Hospitals,Government - Local,Yes,1,
050376,0.88,,LAC/HARBOR-UCLA MED CENTER,CA,90502,Acute Care Hospitals,Government - Local,Yes,2,
050378,1.13,,PACIFICA HOSPITAL OF THE VALLEY,CA,91352,Acute Care Hospitals,Proprietary,Yes,2,
050380,1.03,,GOOD SAMARITAN HOSPITAL,CA,95124,Acute Care Hospitals,Proprietary,Yes,2,
050382,1.13,,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,CA,91723,Acute Care Hospitals,Proprietary,Yes,2,
050390,1.06,,HEMET GLOBAL MEDICAL CENTER,CA,92543,Acute Care Hospitals,Physician,Yes,1,
050393,1.09,,PIH HOSPITAL - DOWNEY,CA,90241,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050394,0.98,,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,93003,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050396,0.99,,SANTA BARBARA COTTAGE HOSPITAL,CA,93102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050397,Not Available,1.0,COALINGA REGIONAL MEDICAL CENTER,CA,93210,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Not Available,16.0
050407,0.81,,CHINESE HOSPITAL,CA,94133,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050411,0.85,,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,90710,Acute Care Hospitals,Voluntary non-profit - Other,No,4,17.0
050414,0.93,,MERCY HOSPITAL OF FOLSOM,CA,95630,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050417,0.93,,SUTTER COAST HOSPITAL,CA,95531,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050423,1.01,,PALO VERDE HOSPITAL,CA,92225,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
050424,0.94,,SCRIPPS GREEN HOSPITAL,CA,92037,Acute Care Hospitals,Voluntary non-profit - Other,No,5,
050425,0.92,,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,95825,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050426,1.04,,WEST ANAHEIM MEDICAL CENTER,CA,92804,Acute Care Hospitals,Proprietary,Yes,3,
050438,0.98,,HUNTINGTON MEMORIAL HOSPITAL,CA,91109,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
050441,0.99,,STANFORD HEALTH CARE,CA,94305,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050444,0.94,,MERCY MEDICAL CENTER,CA,95340,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050454,0.98,,UCSF MEDICAL CENTER,CA,94143,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
050455,1.00,,ADVENTIST HEALTH BAKERSFIELD,CA,93301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050457,0.92,,ST MARY'S MEDICAL CENTER,CA,94117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050464,0.99,,DOCTORS MEDICAL CENTER,CA,95350,Acute Care Hospitals,Proprietary,Yes,2,
050468,1.17,,MEMORIAL HOSPITAL OF GARDENA,CA,90247,Acute Care Hospitals,Proprietary,Yes,1,
050471,1.03,,GOOD SAMARITAN HOSPITAL,CA,90017,Acute Care Hospitals,Proprietary,No,3,
050481,1.01,,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,91307,Acute Care Hospitals,Proprietary,No,2,
050485,1.01,,LONG BEACH MEMORIAL MEDICAL CENTER,CA,90806,Acute Care Hospitals,Voluntary non-profit - Other,No,2,
050488,1.04,,EDEN MEDICAL CENTER,CA,94546,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
050492,1.03,,CLOVIS COMMUNITY MEDICAL CENTER,CA,93611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050496,0.95,,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,94520,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050498,0.95,,SUTTER AUBURN FAITH HOSPITAL,CA,95603,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050502,1.01,,SAINT VINCENT MEDICAL CENTER,CA,90057,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
050503,0.97,,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,CA,92024,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050506,1.02,,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,93405,Acute Care Hospitals,Proprietary,Yes,3,
050510,0.81,,KAISER FOUNDATION HOSPITAL,CA,94903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
050512,0.91,,KAISER FOUNDATION HOSPITAL - FREMONT,CA,94538,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
050515,0.78,,KAISER FOUNDATION HOSPITAL - ZION,CA,92120,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
050516,0.95,,MERCY SAN JUAN MEDICAL CENTER,CA,95608,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
050517,1.16,,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,92392,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
050523,0.95,,SUTTER DELTA MEDICAL CENTER,CA,94509,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050526,1.14,,HUNTINGTON BEACH HOSPITAL,CA,92647,Acute Care Hospitals,Proprietary,Yes,3,
050528,0.95,,MEMORIAL HOSPITAL LOS BANOS,CA,93635,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050534,0.97,,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,92201,Acute Care Hospitals,Proprietary,Yes,3,
050537,0.90,,SUTTER DAVIS HOSPITAL,CA,95616,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050541,0.97,,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,CA,94063,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
050543,1.18,,COLLEGE HOSPITAL COSTA MESA,CA,92627,Acute Care Hospitals,Proprietary,No,Not Available,16.0
050546,Not Available,19.0,PORTERVILLE DEVELOPMENTAL CENTER,CA,93257,Acute Care Hospitals,Government - State,No,Not Available,19.0
050547,Not Available,19.0,SONOMA DEVELOPMENTAL CENTER,CA,95431,Acute Care Hospitals,Government - State,No,Not Available,19.0
050548,Not Available,19.0,FAIRVIEW DEVELOPMENTAL CENTER,CA,92626,Acute Care Hospitals,Government - Local,No,Not Available,19.0
050549,1.02,,LOS ROBLES HOSPITAL & MEDICAL CENTER,CA,91360,Acute Care Hospitals,Proprietary,No,3,
050551,1.06,,LOS ALAMITOS MEDICAL CENTER,CA,90720,Acute Care Hospitals,Proprietary,Yes,3,
050557,0.98,,MEMORIAL MEDICAL CENTER,CA,95355,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050561,0.98,,KAISER FOUNDATION HOSPITAL - WEST LA,CA,90034,Acute Care Hospitals,Voluntary non-profit - Private,No,2,17.0
050567,0.97,,MISSION HOSPITAL REGIONAL MED CENTER,CA,92691,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
050568,0.90,,MADERA COMMUNITY HOSPITAL,CA,93637,Acute Care Hospitals,Voluntary non-profit - Other,No,1,
050570,1.08,,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,92708,Acute Care Hospitals,Proprietary,Yes,3,
050573,0.95,,EISENHOWER MEDICAL CENTER,CA,92270,Acute Care Hospitals,Proprietary,Yes,4,
050580,1.11,,LA PALMA INTERCOMMUNITY HOSPITAL,CA,90623,Acute Care Hospitals,Proprietary,No,3,
050581,1.13,,LAKEWOOD REGIONAL MEDICAL CENTER,CA,90712,Acute Care Hospitals,Proprietary,Yes,2,
050586,0.88,,CHINO VALLEY MEDICAL CENTER,CA,91710,Acute Care Hospitals,Proprietary,Yes,4,
